Order_ID,Customer_Region,Product_Category,Order_Date,Ship_Date,Delivery_Date,Shipping_Mode,Shipping_Cost,Delivery_Status,Delivery_Days
OR28355,South,Grocery,11/18/2022,11/19/2022,11/28/2022,Express,148.0,Delivered,9
OR28356,Central,Sports,7/4/2022,7/5/2022,7/10/2022,Standard,69.0,Delivered,5
OR28357,North,Fashion,12/11/2024,12/12/2024,12/18/2024,Standard,144.0,Delivered,6
OR28358,East,Fashion,2/15/2023,2/17/2023,2/23/2023,Standard,121.0,Delivered,6
OR28359,South,Home,9/18/2023,9/18/2023,9/20/2023,Standard,96.0,Delivered,2
OR28360,Central,Grocery,7/23/2024,7/26/2024,7/30/2024,Standard,139.0,Delivered,4
OR28361,Central,Electronics,2/25/2023,2/25/2023,2/28/2023,Standard,78.0,Delivered,3
OR28362,South,Beauty,8/13/2022,8/15/2022,,Express,171.0,Delayed,7
OR28363,South,Home,9/4/2024,9/7/2024,9/11/2024,Standard,90.0,Delivered,4
OR28364,North,Grocery,11/18/2024,11/19/2024,11/23/2024,Express,195.0,Delivered,4
OR28365,Central,Fashion,8/3/2023,8/8/2023,8/14/2023,Same Day,391.0,Delivered,6
OR28366,Central,Electronics,1/3/2023,1/5/2023,1/9/2023,Standard,67.0,Delayed,4
OR28367,West,Fashion,12/16/2025,12/16/2025,12/18/2025,Standard,107.0,Delivered,2
OR28368,North,Grocery,5/1/2022,5/1/2022,5/9/2022,Standard,127.0,Delivered,8
OR28369,South,Beauty,12/26/2025,12/29/2025,1/7/2026,Express,138.0,Delivered,9
OR28370,South,Electronics,5/1/2022,5/6/2022,5/11/2022,Standard,111.0,Delivered,5
OR28371,East,Electronics,2/20/2024,2/21/2024,2/26/2024,Standard,144.0,Delayed,5
OR28372,South,Home,4/23/2025,4/28/2025,5/8/2025,Standard,59.0,Delayed,10
OR28373,Central,Electronics,1/10/2024,1/13/2024,1/23/2024,Standard,106.0,Delivered,10
OR28374,South,Grocery,2/12/2024,2/15/2024,2/21/2024,Standard,54.0,Delivered,6
OR28375,Central,Beauty,10/10/2024,10/10/2024,10/12/2024,Standard,136.0,Delivered,2
OR28376,Central,Beauty,9/24/2022,9/25/2022,9/30/2022,Standard,120.0,Delayed,5
OR28377,North,Sports,7/1/2023,7/5/2023,7/8/2023,Express,187.0,Delayed,3
OR28378,South,Sports,4/11/2023,4/16/2023,4/26/2023,Express,143.0,Delivered,10
OR28379,North,Electronics,10/19/2025,10/24/2025,11/3/2025,Standard,132.0,Delivered,10
OR28380,Central,Sports,10/19/2024,10/20/2024,10/25/2024,Express,184.0,Delivered,5
OR28381,South,Beauty,8/25/2025,8/26/2025,9/2/2025,Standard,141.0,Delivered,7
OR28382,South,Grocery,10/14/2022,10/19/2022,10/21/2022,Express,134.0,Delivered,2
OR28383,North,Home,5/24/2024,5/24/2024,5/30/2024,Express,103.0,Delivered,6
OR28384,NORTH,Fashion,2/3/2023,2/4/2023,2/13/2023,Express,234.0,Delivered,9
OR28385,Central,Fashion,8/15/2022,8/15/2022,8/18/2022,Standard,82.0,Delivered,3
OR28386,Central,Grocery,9/19/2022,9/24/2022,10/1/2022,Same Day,290.0,Delivered,7
OR28387,South,Home,5/29/2025,6/1/2025,6/11/2025,Express,84.0,Delayed,10
OR28388,South,Grocery,3/20/2025,3/22/2025,3/24/2025,Express,85.0,Delivered,2
OR28389,West,Electronics,5/7/2024,5/8/2024,5/15/2024,Standard,51.0,Delayed,7
OR28390,West,Home,11/16/2024,11/21/2024,11/29/2024,Standard,120.0,Delivered,8
OR28391,East,Beauty,10/8/2023,10/12/2023,10/20/2023,Standard,60.0,Returned,8
OR28392,Central,Sports,11/4/2023,11/4/2023,11/6/2023,Standard,51.0,Delivered,2
OR28393,East,Electronics,4/25/2024,4/25/2024,5/5/2024,Same Day,383.0,Delivered,10
OR28394,East,Sports,6/2/2024,6/6/2024,6/8/2024,Standard,76.0,Delivered,2
OR28395,North,Electronics,9/8/2023,9/11/2023,9/13/2023,Express,143.0,Returned,2
OR28396,North,Electronics,2/7/2023,2/12/2023,2/20/2023,Standard,139.0,Delivered,8
OR28397,West,Electronics,2/15/2023,2/17/2023,2/22/2023,Express,165.0,Delivered,5
OR28398,East,Electronics,7/21/2024,7/26/2024,8/4/2024,Standard,138.0,Delivered,9
OR28399,West,Home,3/18/2023,3/20/2023,3/27/2023,Standard,115.0,Delivered,7
OR28400,Central,Home,3/26/2024,3/27/2024,4/2/2024,Same Day,299.0,Returned,6
OR28401,South,Electronics,12/27/2022,12/30/2022,1/8/2023,Same Day,340.0,Delivered,9
OR28402,North,Grocery,3/5/2023,3/8/2023,3/15/2023,Same Day,241.0,Delivered,7
OR28403,Central,Electronics,9/27/2022,9/27/2022,9/30/2022,Express,174.0,Returned,3
OR28404,Central,Electronics,4/15/2025,4/16/2025,4/21/2025,Standard,130.0,Returned,5
OR28405,North,Grocery,12/15/2024,12/19/2024,12/24/2024,Standard,117.0,Delayed,5
OR28406,North,Grocery,3/7/2025,3/10/2025,3/17/2025,Standard,124.0,Delayed,7
OR28407,East,Electronics,6/15/2022,6/17/2022,6/19/2022,Standard,148.0,Delivered,2
OR28408,West,Fashion,3/25/2025,3/28/2025,4/4/2025,Standard,106.0,Returned,7
OR28409,Central,Fashion,6/9/2023,6/9/2023,6/18/2023,Express,116.0,Delivered,9
OR28410,East,Grocery,8/25/2022,8/28/2022,8/31/2022,Same Day,239.0,Delayed,3
OR28411,East,Electronics,9/12/2022,9/16/2022,9/22/2022,Express,208.0,Delivered,6
OR28412,Central,Beauty,7/1/2024,7/3/2024,7/12/2024,Standard,106.0,Delivered,9
OR28413,Central,Sports,6/13/2024,6/14/2024,6/23/2024,Standard,71.0,Delivered,9
OR28414,South,Sports,11/18/2023,11/19/2023,11/23/2023,Same Day,247.0,Delivered,4
OR28415,West,Electronics,3/29/2023,4/1/2023,4/5/2023,Standard,104.0,Delivered,4
OR28416,Central,Electronics,7/22/2025,7/22/2025,7/28/2025,Standard,129.0,Delayed,6
OR28417,North,Electronics,8/14/2022,8/15/2022,8/22/2022,Express,230.0,Delivered,7
OR28418,South,Sports,7/23/2024,7/25/2024,7/31/2024,Express,169.0,Delayed,6
OR28419,West,Sports,1/18/2023,1/18/2023,1/24/2023,Same Day,207.0,Delayed,6
OR28420,North,Grocery,7/11/2022,7/11/2022,7/20/2022,Standard,122.0,Returned,9
OR28421,North,Home,12/17/2022,12/20/2022,12/25/2022,Express,246.0,Delivered,5
OR28422,West,Grocery,2/13/2023,2/13/2023,2/21/2023,Express,142.0,Delivered,8
OR28423,South,Grocery,3/29/2024,4/3/2024,4/12/2024,Standard,144.0,Delivered,9
OR28424,North,Fashion,7/12/2022,7/16/2022,7/21/2022,Standard,80.0,Delivered,5
OR28425,East,Beauty,9/18/2023,9/22/2023,9/29/2023,Standard,89.0,Delivered,7
OR28426,West,Grocery,8/2/2022,8/7/2022,8/10/2022,Standard,61.0,Delivered,3
OR28427, West,Grocery,12/16/2025,12/16/2025,12/20/2025,Same Day,321.0,Returned,4
OR28428,Central,Grocery,8/28/2022,8/31/2022,9/2/2022,Standard,137.0,Delivered,2
OR28429,South,Grocery,8/28/2023,9/2/2023,9/11/2023,Express,127.0,Delivered,9
OR28430,East,Home,2/2/2025,2/4/2025,2/11/2025,Standard,119.0,Delivered,7
OR28431,East,Fashion,10/17/2025,10/21/2025,10/30/2025,Standard,125.0,Delivered,9
OR28432,Central ,Sports,11/25/2025,11/26/2025,12/2/2025,Standard,125.0,Delayed,6
OR28433,North,Beauty,4/2/2025,4/4/2025,4/11/2025,Express,187.0,Delivered,7
OR28434,North,Electronics,6/24/2023,6/24/2023,6/26/2023,Standard,105.0,Delivered,2
OR28435,East,Sports,4/27/2022,4/27/2022,4/30/2022,Standard,75.0,Delivered,3
OR28436,South,Fashion,1/28/2023,2/1/2023,2/9/2023,Express,128.0,Delivered,6
OR28437,North,Grocery,3/8/2025,3/11/2025,3/16/2025,Standard,130.0,Delayed,5
OR28438,West,Sports,4/19/2024,4/22/2024,4/25/2024,Standard,108.0,Delivered,3
OR28439,Central,Grocery,12/6/2024,12/8/2024,12/13/2024,Express,248.0,Delayed,5
OR28440,South,Beauty,12/30/2025,1/3/2026,1/6/2026,Standard,117.0,Delivered,3
OR28441,North,Home,1/28/2024,1/29/2024,2/4/2024,Express,92.0,Delivered,6
OR28442,East,Home,12/22/2023,12/27/2023,12/30/2023,Express,144.0,Delivered,3
OR28443,Central,Beauty,7/23/2024,7/23/2024,7/31/2024,Standard,61.0,Delivered,8
OR28444,North,Beauty,4/4/2023,4/8/2023,4/13/2023,Same Day,239.0,Returned,5
OR28445,East,Fashion,1/5/2022,1/6/2022,1/13/2022,Same Day,335.0,Delivered,7
OR28446,North,Beauty,8/30/2023,8/30/2023,9/9/2023,Standard,123.0,Delivered,10
OR28447,Central,Sports,3/21/2022,3/24/2022,3/29/2022,Standard,102.0,Delivered,5
OR28448,West,Home,3/17/2022,3/19/2022,3/23/2022,Express,123.0,Delivered,4
OR28449,West,Beauty,7/9/2024,7/10/2024,7/19/2024,Standard,58.0,Delivered,9
OR28450,East,Fashion,5/12/2025,5/16/2025,5/19/2025,Same Day,342.0,Delivered,3
OR28451,West,Fashion,4/19/2025,4/22/2025,4/26/2025,Standard,100.0,Delivered,4
OR28452,Central,Fashion,12/29/2024,1/2/2025,1/12/2025,Same Day,282.0,Delivered,10
OR28453,East,Sports,2/19/2022,2/21/2022,2/27/2022,Standard,66.0,Delayed,6
OR28454,North,Beauty,9/16/2023,9/21/2023,9/27/2023,Express,,Delivered,6
OR28455,South,Sports,2/22/2024,2/24/2024,2/27/2024,Standard,53.0,Delivered,3
OR28456,North,Fashion,12/10/2025,12/15/2025,12/22/2025,Standard,82.0,Delivered,7
OR28457,Central,Electronics,5/21/2025,5/26/2025,6/5/2025,Express,147.0,Delivered,10
OR28458,East,Beauty,4/22/2025,4/23/2025,5/2/2025,Express,202.0,Delivered,9
OR28459,North,Beauty,7/13/2022,7/15/2022,7/23/2022,Express,208.0,Delivered,8
OR28460,East,Sports,1/20/2024,1/25/2024,1/28/2024,Standard,100.0,Delivered,3
OR28461,West,Sports,4/22/2022,4/24/2022,4/26/2022,Standard,145.0,Delayed,2
OR28462,South,Electronics,10/29/2023,11/2/2023,11/8/2023,Standard,102.0,Delivered,6
OR28463,Central,Sports,4/20/2023,4/21/2023,4/23/2023,Express,244.0,Returned,2
OR28464,North,Sports,1/15/2025,1/17/2025,1/23/2025,Standard,107.0,Delivered,6
OR28465,South,Beauty,7/12/2025,7/12/2025,7/17/2025,Standard,117.0,Delivered,5
OR28466,Central,Home,7/2/2023,7/5/2023,7/7/2023,Express,138.0,Delivered,2
OR28467,Central,Electronics,2/18/2024,2/20/2024,2/25/2024,Express,217.0,Delivered,5
OR28468,West,Home,6/21/2024,6/23/2024,6/28/2024,Standard,58.0,Delivered,5
OR28469,East,Beauty,9/26/2022,9/28/2022,10/3/2022,Standard,92.0,Delivered,5
OR28470,East,Electronics,5/5/2023,5/10/2023,5/15/2023,Standard,114.0,Delivered,5
OR28471,South,Electronics,8/19/2025,8/22/2025,8/24/2025,Express,239.0,Delivered,2
OR28472,West,Electronics,5/6/2023,5/10/2023,5/17/2023,Standard,132.0,Delayed,7
OR28473,Central,Sports,4/27/2022,4/28/2022,5/4/2022,Express,159.0,Delivered,6
OR28474,West,Fashion,6/2/2023,6/3/2023,6/6/2023,Standard,128.0,Delivered,3
OR28475,West,Grocery,1/25/2022,1/26/2022,2/2/2022,Standard,81.0,Delivered,7
OR28476,South,Fashion,7/31/2022,8/1/2022,8/11/2022,Express,215.0,Delivered,10
OR28477,East,Sports,11/25/2022,11/26/2022,11/29/2022,Standard,64.0,Delivered,3
OR28478,West,Sports,6/21/2023,6/21/2023,7/1/2023,Standard,95.0,Delivered,10
OR28479,West,Grocery,8/8/2023,8/13/2023,8/16/2023,Standard,53.0,Delivered,3
OR28480,West,Sports,8/13/2025,8/17/2025,8/22/2025,Standard,143.0,Delivered,5
OR28481,North,Electronics,9/12/2023,9/16/2023,9/22/2023,Standard,111.0,Delayed,6
OR28482,West,Home,6/26/2024,6/28/2024,7/8/2024,Standard,59.0,Delayed,10
OR28483,West,Home,10/17/2024,10/20/2024,10/29/2024,Express,228.0,Delivered,9
OR28484,Central,Electronics,2/25/2022,2/26/2022,3/5/2022,Standard,106.0,Delayed,7
OR28485,North,Fashion,4/12/2023,4/13/2023,4/23/2023,Standard,131.0,Delivered,10
OR28486,West,Home,2/13/2022,2/17/2022,2/24/2022,Standard,62.0,Delivered,7
OR28487,West,Electronics,10/21/2025,10/25/2025,10/27/2025,Express,122.0,Delayed,2
OR28488,South,Fashion,2/19/2023,2/22/2023,3/3/2023,Standard,98.0,Delayed,9
OR28489,South,Beauty,5/28/2024,6/2/2024,6/12/2024,Standard,149.0,Delivered,10
OR28490,North,Home,5/14/2023,5/17/2023,5/23/2023,Same Day,208.0,Delayed,6
OR28491,Central,Electronics,10/7/2025,10/10/2025,10/20/2025,Standard,93.0,Delivered,10
OR28492,North,Home,5/9/2025,5/10/2025,5/18/2025,Same Day,249.0,Delivered,8
OR28493,North,Home,2/1/2024,2/5/2024,2/9/2024,Standard,69.0,Returned,4
OR28494,South,Home,5/1/2022,5/6/2022,5/8/2022,Standard,51.0,Delayed,2
OR28495,South,Grocery,10/1/2025,10/1/2025,10/4/2025,Express,119.0,Delivered,3
OR28496,Central,Fashion,1/6/2022,1/11/2022,1/20/2022,Standard,113.0,Delayed,9
OR28497,West,Home,2/6/2022,2/9/2022,2/14/2022,Standard,93.0,Delivered,5
OR28498,Central,Electronics,8/14/2022,8/19/2022,8/27/2022,Standard,82.0,Delivered,8
OR28499,West,Grocery,1/14/2024,1/19/2024,1/23/2024,Express,208.0,Delayed,4
OR28500,East,Sports,1/6/2023,1/11/2023,1/18/2023,Standard,132.0,Delivered,7
OR28501,South,Sports,5/29/2022,6/1/2022,6/9/2022,Same Day,399.0,Delivered,8
OR28502,East,Fashion,6/11/2025,6/15/2025,6/23/2025,Express,203.0,Delayed,8
OR28503,East,Electronics,5/8/2024,5/8/2024,5/13/2024,Express,170.0,Delivered,5
OR28504,South,Grocery,4/1/2022,4/2/2022,4/8/2022,Standard ,133.0,Returned,6
OR28505,East,Electronics,3/8/2022,3/9/2022,3/16/2022,Express,234.0,Delivered,7
OR28506,North,Grocery,2/3/2022,2/8/2022,2/11/2022,Standard,93.0,Delivered,3
OR28507,West,Beauty,6/28/2022,6/28/2022,7/2/2022,Express,220.0,Delivered,4
OR28508,Central,Beauty,5/29/2022,5/30/2022,6/8/2022,Express,84.0,Delivered,9
OR28509,South,Beauty,10/2/2023,10/3/2023,10/11/2023,Standard,52.0,Delivered,8
OR28510,North,Grocery,4/4/2023,4/7/2023,4/15/2023,Express,223.0,Delivered,8
OR28511,Central,Sports,2/16/2023,2/18/2023,2/23/2023,Standard,141.0,Delivered,5
OR28512,Central,Beauty,1/4/2022,1/8/2022,1/17/2022,Express,244.0,Delayed,9
OR28513,Central,Fashion,5/25/2024,5/28/2024,6/1/2024,Express,118.0,Delivered,4
OR28514,East,Fashion,11/12/2023,11/16/2023,11/22/2023,Standard,106.0,Delivered,6
OR28515,East,Electronics,10/31/2022,11/2/2022,11/8/2022,Express,169.0,Delivered,6
OR28516,East,Grocery,9/26/2025,9/30/2025,10/3/2025,Standard,123.0,Delivered,3
OR28517,East,Beauty,8/21/2024,8/21/2024,8/24/2024,Standard,67.0,Delivered,3
OR28518,North,Grocery,8/17/2022,8/20/2022,8/30/2022,Standard,132.0,Delivered,10
OR28519,East,Home,2/18/2022,2/21/2022,2/24/2022,Standard,98.0,Delivered,3
OR28520,South,Fashion,4/17/2022,4/19/2022,4/23/2022,Express,165.0,Delivered,4
OR28521,Central,Grocery,7/15/2022,7/20/2022,7/29/2022,Standard,56.0,Delivered,9
OR28522,North,Electronics,8/22/2025,8/22/2025,8/24/2025,Standard,88.0,Delivered,2
OR28523,East,Beauty,7/7/2024,7/8/2024,7/15/2024,Same Day,349.0,Delivered,7
OR28524,Central,Sports,4/22/2025,4/24/2025,5/1/2025,Standard,125.0,Delivered,7
OR28525,North,Beauty,9/22/2022,9/26/2022,10/1/2022,Standard,87.0,Delivered,5
OR28526,Central,Sports,12/26/2022,12/28/2022,1/3/2023,Standard,81.0,Delivered,6
OR28527,North,Fashion,2/17/2025,2/22/2025,2/28/2025,Standard,84.0,Delivered,6
OR28528,West,Beauty,11/18/2024,11/23/2024,11/29/2024,Standard,70.0,Delivered,6
OR28529,North,Fashion,2/6/2023,2/6/2023,2/14/2023,Express,193.0,Delayed,8
OR28530,East,Home,3/6/2024,3/9/2024,3/13/2024,Express,185.0,Delivered,4
OR28531,Central,Fashion,6/25/2023,6/30/2023,7/5/2023,Same Day,362.0,Delayed,5
OR28532,Central,Grocery,11/16/2023,11/20/2023,11/25/2023,Standard,111.0,Delivered,5
OR28533,Central,Grocery,10/20/2024,10/21/2024,10/27/2024,Same Day,218.0,Delayed,6
OR28534,South,Grocery,2/5/2023,2/6/2023,2/8/2023,Express,188.0,Returned,2
OR28535,South,Grocery,3/28/2025,3/29/2025,4/2/2025,Standard,143.0,Delivered,4
OR28536,East,Home,5/4/2024,5/4/2024,5/10/2024,Express,235.0,Delivered,6
OR28537,West,Fashion,6/24/2024,6/27/2024,7/1/2024,Standard,127.0,Delivered,4
OR28538,South,Fashion,5/19/2024,5/22/2024,5/31/2024,Standard,93.0,Delivered,9
OR28539,North,Fashion,2/15/2023,2/17/2023,2/19/2023,Standard,81.0,Delivered,2
OR28540,East,Home,4/22/2024,4/22/2024,5/1/2024,Standard,60.0,Delivered,9
OR28541,West,Home,11/28/2025,11/28/2025,12/7/2025,Standard,56.0,Delivered,9
OR28542,North,Grocery,10/29/2022,11/2/2022,11/10/2022,Standard,136.0,Delivered,8
OR28543,Central,Beauty,8/4/2023,8/5/2023,8/11/2023,Standard,148.0,Delivered,6
OR28544,South,Home,3/10/2022,3/11/2022,3/13/2022,Express,128.0,Delivered,2
OR28545,North,Home,12/27/2023,12/29/2023,,Standard,53.0,Delayed,4
OR28546,West,Electronics,4/1/2023,3/30/2023,4/6/2023,Standard,53.0,Delivered,7
OR28547,East,Grocery,6/12/2024,6/17/2024,6/22/2024,Standard,87.0,Delivered,5
OR28548,North,Grocery,11/28/2025,11/29/2025,12/9/2025,Standard,114.0,Returned,10
OR28549,East,Electronics,12/1/2022,12/2/2022,12/9/2022,Express,231.0,Delivered,7
OR28550,Central,Fashion,9/11/2022,9/12/2022,9/18/2022,Express,147.0,Delivered,6
OR28551,West,Beauty,9/16/2025,9/19/2025,9/29/2025,Standard,53.0,Delivered,10
OR28552,West,Electronics,6/28/2023,7/3/2023,7/6/2023,Standard,85.0,Delivered,3
OR28553,South,Electronics,8/12/2024,8/14/2024,8/24/2024,Standard,112.0,Delivered,10
OR28554,West,Beauty,1/2/2024,1/3/2024,1/6/2024,Same Day,221.0,Delivered,3
OR28555,North,Beauty,7/31/2025,7/31/2025,8/6/2025,Same Day,264.0,Delayed,6
OR28556,North,Electronics,5/25/2022,5/30/2022,6/5/2022,Standard,67.0,Delivered,6
OR28557,North,Home,8/13/2024,8/13/2024,8/19/2024,Standard,92.0,Returned,6
OR28558,Central,Electronics,12/1/2023,12/1/2023,12/3/2023,Express,186.0,Delivered,2
OR28559,West,Sports,7/13/2022,7/17/2022,7/24/2022,Standard,52.0,Delivered,7
OR28560,West,Electronics,4/1/2022,4/1/2022,4/5/2022,Standard,148.0,Delivered,4
OR28561,North,Fashion,6/14/2024,6/15/2024,6/19/2024,Standard,138.0,Delayed,4
OR28562,South,Fashion,9/22/2022,9/22/2022,9/24/2022,Express,133.0,Delivered,2
OR28563,South,Beauty,12/5/2022,12/5/2022,12/15/2022,Standard,120.0,Delivered,10
OR28564,West,Fashion,6/13/2022,6/15/2022,6/17/2022,Standard,117.0,Delivered,2
OR28565,West,Electronics,1/10/2023,1/14/2023,1/20/2023,Standard,56.0,Delivered,6
OR28566,East,Grocery,4/22/2023,4/23/2023,5/2/2023,Express,97.0,Delivered,9
OR28567,West,Fashion,6/7/2023,6/12/2023,6/15/2023,Express,195.0,Delivered,3
OR28568,North,Electronics,11/21/2024,11/24/2024,11/28/2024,Express,140.0,Delivered,4
OR28569,Central,Fashion,1/1/2024,1/2/2024,1/8/2024,Standard,115.0,Delivered,6
OR28570,West ,Home,2/22/2025,2/24/2025,3/1/2025,Standard,116.0,Returned,5
OR28571,West,Home,4/17/2023,4/18/2023,4/26/2023,Express,211.0,Returned,8
OR28572,North,Electronics,5/8/2024,5/9/2024,5/16/2024,Standard,142.0,Delivered,7
OR28573,East,Fashion,3/5/2022,3/8/2022,3/10/2022,Express,183.0,Delivered,2
OR28574,West,Fashion,7/30/2025,8/1/2025,8/7/2025,Express,121.0,Delivered,6
OR28575,South,Sports,4/6/2022,4/8/2022,4/10/2022,Express,111.0,Delivered,2
OR28576,South,Beauty,4/19/2022,4/20/2022,4/24/2022,Express,88.0,Returned,4
OR28577,South,Beauty,10/19/2025,10/20/2025,10/27/2025,Express,139.0,Delivered,7
OR28578,Central,Fashion,5/3/2024,5/7/2024,5/9/2024,Express,181.0,Delivered,2
OR28579,Central,Grocery,5/3/2022,5/8/2022,5/11/2022,Standard,101.0,Returned,3
OR28580,West,Home,2/2/2024,2/5/2024,2/12/2024,Standard,75.0,Delivered,7
OR28581,West,Fashion,1/16/2024,1/16/2024,1/22/2024,Express,236.0,Delivered,6
OR28582,West,Grocery,1/6/2024,1/6/2024,1/8/2024,Standard,62.0,Delivered,2
OR28583,Central,Beauty,11/3/2025,11/7/2025,11/14/2025,Standard,59.0,Delivered,7
OR28584,West,Electronics,5/3/2022,5/3/2022,5/5/2022,Express,249.0,Delivered,2
OR28585,North,Home,4/14/2025,4/16/2025,4/18/2025,Same Day,357.0,Delivered,2
OR28586,East,Electronics,10/10/2025,10/11/2025,10/17/2025,Standard,56.0,Delayed,6
OR28587,South,Beauty,4/27/2022,4/27/2022,5/6/2022,Same Day,372.0,Delivered,9
OR28588,South,Beauty,8/6/2025,8/7/2025,8/10/2025,Express,85.0,Delayed,3
OR28589,North,Fashion,2/8/2024,2/11/2024,2/18/2024,Standard,92.0,Delayed,7
OR28590,West,Electronics,7/8/2023,7/13/2023,7/19/2023,Express,89.0,Delivered,6
OR28591,Central,Beauty,10/4/2025,10/8/2025,10/16/2025,Standard,84.0,Delivered,8
OR28592,West,Home,5/26/2022,5/27/2022,5/29/2022,Same Day,331.0,Delivered,2
OR28593,West,Electronics,5/6/2025,5/8/2025,5/13/2025,Same Day,237.0,Delivered,5
OR28594,South,Electronics,10/8/2023,10/10/2023,10/19/2023,Express,101.0,Delivered,9
OR28595,South,Electronics,8/7/2022,8/10/2022,8/16/2022,Express,149.0,Delivered,6
OR28596,Central,Grocery,4/5/2025,4/6/2025,4/12/2025,Standard,129.0,Delayed,6
OR28597,South,Grocery,11/7/2022,11/11/2022,11/20/2022,Standard,106.0,Delivered,9
OR28598,West,Fashion,6/3/2024,6/7/2024,6/15/2024,Express,208.0,Delivered,8
OR28599,North,Electronics,10/21/2023,10/26/2023,11/2/2023,Standard,88.0,Delivered,7
OR28600,Central,Grocery,11/9/2023,11/13/2023,11/17/2023,Express,234.0,Delivered,4
OR28601,North,Home,1/22/2023,1/24/2023,1/27/2023,Same Day,329.0,Delivered,3
OR28602,West,Home,6/3/2024,6/5/2024,6/8/2024,Standard,64.0,Delivered,3
OR28603,Central,Beauty,9/19/2023,9/22/2023,9/24/2023,Same Day,349.0,Delivered,2
OR28604,North,Electronics,10/3/2022,10/5/2022,10/9/2022,Standard,93.0,Delivered,4
OR28605,Central,Fashion,2/18/2025,2/18/2025,2/21/2025,Express,,Delivered,3
OR28606,West,Beauty,3/7/2022,3/7/2022,3/9/2022,Standard,53.0,Delivered,2
OR28607,Central,Grocery,3/2/2025,3/6/2025,3/11/2025,Same Day,203.0,Delayed,5
OR28608,West,Beauty,8/22/2022,8/25/2022,8/27/2022,Express,147.0,Delivered,2
OR28609,Central,Grocery,2/22/2022,2/26/2022,3/4/2022,Standard,76.0,Delivered,6
OR28610,Central,Grocery,7/24/2022,7/28/2022,8/7/2022,Express,153.0,Delivered,10
OR28611,South,Beauty,6/26/2024,6/28/2024,7/3/2024,Standard,93.0,Delivered,5
OR28612,West,Fashion,12/26/2024,12/26/2024,12/31/2024,Standard,148.0,Delivered,5
OR28613,East,Sports,11/6/2022,11/9/2022,11/15/2022,Standard,101.0,Delivered,6
OR28614,Central,Grocery,8/23/2022,8/23/2022,8/28/2022,Same Day,288.0,Delivered,5
OR28615,North,Electronics,11/8/2024,11/13/2024,11/23/2024,Standard,55.0,Delivered,10
OR28616,South,Grocery,5/2/2024,5/4/2024,5/6/2024,Express,185.0,Delivered,2
OR28617,South,Grocery,8/2/2023,8/4/2023,8/6/2023,Express,231.0,Delivered,2
OR28618,Central,Sports,6/21/2024,6/22/2024,6/30/2024,Standard,60.0,Delivered,8
OR28619,East,Beauty,3/6/2025,3/11/2025,3/17/2025,Express,182.0,Delayed,6
OR28620,South,Electronics,2/11/2024,2/16/2024,2/23/2024,Express,206.0,Returned,7
OR28621,West,Electronics,7/2/2022,7/4/2022,7/6/2022,Express,213.0,Delivered,2
OR28622,Central,Electronics,6/28/2025,6/30/2025,7/3/2025,Express,238.0,Delivered,3
OR28623,Central,Grocery,1/23/2022,1/23/2022,1/30/2022,Standard,58.0,Delivered,7
OR28624,East,Grocery,11/27/2022,11/30/2022,12/3/2022,Standard,86.0,Delivered,3
OR28625,West,Home,9/5/2024,9/5/2024,9/11/2024,Same Day,231.0,Delivered,6
OR28626,West,Sports,2/11/2022,2/11/2022,2/15/2022,Standard,73.0,Delivered,4
OR28627,East,Beauty,8/6/2023,8/7/2023,8/15/2023,Standard,51.0,Delivered,8
OR28628,North,Electronics,7/10/2024,7/10/2024,7/18/2024,Standard,71.0,Delivered,8
OR28629,West,Electronics,1/21/2022,1/24/2022,1/30/2022,Express,219.0,Delivered,6
OR28630,North,Home,2/9/2025,2/12/2025,2/20/2025,Standard,110.0,Delivered,8
OR28631,North,Grocery,11/3/2025,11/4/2025,11/7/2025,Express,147.0,Delivered,3
OR28632,Central,Home,4/28/2025,4/28/2025,5/4/2025,Standard,145.0,Delivered,6
OR28633,Central,Home,1/28/2025,1/30/2025,2/1/2025,Standard,89.0,Delivered,2
OR28634,South,Grocery,10/10/2025,10/12/2025,10/16/2025,Express,194.0,Delivered,4
OR28635,Central,Fashion,5/8/2023,5/10/2023,5/15/2023,Standard,84.0,Delayed,5
OR28636,West,Beauty,11/1/2024,11/4/2024,11/10/2024,Standard,64.0,Delivered,6
OR28637,West,Sports,8/26/2023,8/28/2023,8/30/2023,Standard,117.0,Delivered,2
OR28638,North,Fashion,7/3/2024,7/6/2024,7/16/2024,Standard,138.0,Delayed,10
OR28639,West,Fashion,8/27/2024,8/31/2024,9/3/2024,Standard,97.0,Delivered,3
OR28640,Central,Sports,2/12/2022,2/13/2022,2/17/2022,Express,193.0,Delivered,4
OR28641,Central,Fashion,8/25/2023,8/29/2023,9/2/2023,Standard,71.0,Delayed,4
OR28642,Central,Grocery,6/22/2024,6/27/2024,6/29/2024,Standard,90.0,Delivered,2
OR28643,East,Fashion,1/13/2024,1/18/2024,1/23/2024,Same Day,392.0,Delivered,5
OR28644,West,Fashion,10/22/2024,10/22/2024,10/28/2024,Standard,135.0,Delivered,6
OR28645,South,Beauty,11/28/2022,11/30/2022,12/3/2022,Standard,98.0,Delivered,3
OR28646,West,Fashion,7/20/2023,7/25/2023,7/27/2023,Standard,78.0,Delivered,2
OR28647,West,Grocery,6/6/2022,6/9/2022,6/11/2022,Express,206.0,Delivered,2
