,Order_ID,Customer_Region,Product_Category,Order_Date,Ship_Date,Delivery_Date,Shipping_Mode,Shipping_Cost,Delivery_Status,Delivery_Days
21002,OR31002,Central,Sports,2023-01-25,2023-01-30,2023-02-01,Standard,100.0,Delayed,2
21003,OR31003,West,Home,2025-08-03,2025-08-07,2025-08-16,Standard,146.0,Delayed,9
21004,OR31004,North,Home,2022-01-16,2022-01-21,2022-01-23,Standard,96.0,Delivered,2
21005,OR31005,South,Sports,2022-04-12,2022-04-13,2022-04-16,Standard,84.0,Delivered,3
21006,OR31006,East,Electronics,2025-09-10,2025-09-10,2025-09-14,Express,151.0,Delivered,4
21007,OR31007,South,Beauty,2024-09-28,2024-10-02,2024-10-10,Express,122.0,Delivered,8
21008,OR31008,Central,Grocery,2024-10-31,2024-11-04,2024-11-14,Express,171.0,Delivered,10
21009,OR31009,West,Grocery,2024-10-25,2024-10-28,2024-11-01,Standard,77.0,Delivered,4
21010,OR31010,Central,Electronics,2025-03-09,2025-03-13,2025-03-18,Standard,59.0,Delivered,5
21011,OR31011,South,Home,2022-07-25,2022-07-27,2022-07-29,Express,128.0,Delivered,2
21012,OR31012,West,Sports,2023-01-29,2023-02-02,2023-02-12,Express,84.0,Delivered,10
21013,OR31013,Central,Fashion,2022-01-03,2022-01-03,2022-01-06,Standard,96.0,Delivered,3
21014,OR31014,North,Sports,2022-12-06,2022-12-10,2022-12-12,Standard,137.0,Delivered,2
21015,OR31015,North,Sports,2022-05-22,2022-05-22,2022-05-25,Express,123.0,Delivered,3
21016,OR31016,East,Grocery,2024-03-03,2024-03-08,2024-03-17,Same Day,297.0,Delivered,9
21017,OR31017,North,Sports,2024-02-05,2024-02-08,2024-02-14,Standard,85.0,Delivered,6
21018,OR31018,North,Grocery,2022-10-02,2022-10-04,2022-10-12,Express,190.0,Delivered,8
21019,OR31019,South,Fashion,2023-01-02,2023-01-04,2023-01-14,Standard,67.0,Delayed,10
21020,OR31020,North,Sports,2025-09-21,2025-09-24,2025-10-04,Standard,120.0,Delayed,10
21021,OR31021,North,Electronics,2025-12-31,2026-01-01,2026-01-06,Standard,121.0,Delivered,5
21022,OR31022,South,Sports,2024-01-30,2024-01-30,2024-02-06,Express,156.0,Delayed,7
21023,OR31023,North,Beauty,2022-04-16,2022-04-18,2022-04-25,Standard,87.0,Delivered,7
21024,OR31024,North,Beauty,2023-08-05,2023-08-05,2023-08-11,Standard,73.0,Delivered,6
21025,OR31025,East,Electronics,2022-07-21,2022-07-21,2022-07-27,Standard,128.0,Delivered,6
21026,OR31026,North,Grocery,2024-03-05,2024-03-08,2024-03-18,Standard,145.0,Delivered,10
21027,OR31027,North,Sports,2024-05-03,2024-05-03,2024-05-11,Standard,107.0,Delivered,8
21028,OR31028,East,Grocery,2025-03-14,2025-03-16,2025-03-26,Express,83.0,Returned,10
21029,OR31029,South,Electronics,2022-11-18,2022-11-22,2022-12-01,Same Day,372.0,Delayed,9
21030,OR31030,North,Grocery,2025-03-21,2025-03-21,2025-03-24,Express,154.0,Delivered,3
21031,OR31031,Central,Home,2024-07-08,2024-07-10,2024-07-13,Standard,94.0,Delivered,3
21032,OR31032,South,Beauty,2022-10-17,2022-10-17,2022-10-21,Express,132.0,Delivered,4
21033,OR31033,South,Electronics,2022-06-05,2022-06-07,2022-06-11,Express,131.0,Delivered,4
21034,OR31034,North,Grocery,2025-11-23,2025-11-28,2025-12-01,Standard,111.0,Delayed,3
21035,OR31035,East,Sports,2023-01-06,2023-01-08,2023-01-12,Standard,124.0,Delayed,4
21036,OR31036,South,Grocery,2022-11-06,2022-11-07,2022-11-15,Standard,91.0,Delivered,8
21037,OR31037,East,Fashion,2025-01-12,2025-01-17,2025-01-26,Standard,148.0,Delivered,9
21038,OR31038,Central,Electronics,2022-12-11,2022-12-11,2022-12-16,Standard,104.0,Delivered,5
21039,OR31039,East,Grocery,2025-01-18,2025-01-22,2025-01-27,Standard,125.0,Delivered,5
21040,OR31040,West,Beauty,2024-06-21,2024-06-24,2024-06-29,Standard,65.0,Delivered,5
21041,OR31041,East,Home,2023-11-19,2023-11-19,2023-11-22,Same Day,322.0,Delivered,3
21042,OR31042,South,Beauty,2024-06-11,2024-06-15,2024-06-19,Standard,73.0,Delivered,4
21043,OR31043,East,Fashion,2024-01-28,2024-02-02,2024-02-07,Standard,80.0,Delivered,5
21044,OR31044,East,Electronics,2023-05-25,2023-05-28,2023-06-03,Standard,88.0,Delivered,6
21045,OR31045,West,Fashion,2025-08-08,2025-08-10,2025-08-16,Standard,138.0,Delivered,6
21046,OR31046,West,Sports,2023-11-11,2023-11-15,2023-11-17,Standard,137.0,Delivered,2
21047,OR31047,North,Home,2022-09-09,2022-09-10,2022-09-17,Standard,51.0,Delivered,7
21048,OR31048,South,Sports,2025-06-23,2025-06-28,2025-06-30,Standard,65.0,Delayed,2
21049,OR31049,North,Beauty,2025-04-08,2025-04-09,2025-04-19,Standard,77.0,Delivered,10
21050,OR31050,West,Beauty,2025-10-20,2025-10-25,2025-11-01,Standard,101.0,Delivered,7
21051,OR31051,East,Grocery,2022-10-05,2022-10-07,2022-10-12,Standard,119.0,Returned,5
21052,OR31052,West,Fashion,2024-09-15,2024-09-18,2024-09-28,Express,115.0,Delivered,10
21053,OR31053,Central,Sports,2025-05-22,2025-05-25,2025-05-28,Standard,77.0,Delivered,3
21054,OR31054,East,Grocery,2022-06-27,2022-06-28,2022-07-06,Standard,98.0,Delivered,8
21055,OR31055,North,Home,2025-08-07,2025-08-08,2025-08-16,Same Day,383.0,Returned,8
21056,OR31056,East,Beauty,2023-10-28,2023-10-28,2023-10-31,Same Day,293.0,Delivered,3
21057,OR31057,Central,Sports,2025-03-06,2025-03-11,2025-03-15,Standard,118.0,Delivered,4
21058,OR31058,West,Fashion,2025-06-09,2025-06-11,2025-06-16,Standard,66.0,Returned,5
21059,OR31059,South,Sports,2024-04-12,2024-04-16,2024-04-22,Standard,93.0,Delayed,6
21060,OR31060,South,Home,2023-04-21,2023-04-26,2023-05-03,Same Day,206.0,Delivered,7
21061,OR31061,South,Grocery,2025-09-25,2025-09-25,2025-09-27,Express,135.0,Delayed,2
21062,OR31062,West,Sports,2024-03-05,2024-03-05,2024-03-15,Express,216.0,Delivered,10
21063,OR31063,South,Sports,2023-08-14,2023-08-14,2023-08-24,Standard,67.0,Returned,10
21064,OR31064,Central,Beauty,2025-11-10,2025-11-13,2025-11-21,Express,96.0,Delivered,8
21065,OR31065,West,Electronics,2023-11-26,2023-11-29,2023-12-07,Standard,68.0,Delivered,8
21066,OR31066,South,Grocery,2023-11-25,2023-11-30,2023-12-09,Standard,81.0,Returned,9
21067,OR31067,North,Beauty,2023-10-16,2023-10-19,2023-10-27,Express,235.0,Delivered,8
21068,OR31068,West,Electronics,2024-12-04,2024-12-09,2024-12-16,Standard,125.0,Delivered,7
21069,OR31069,West,Electronics,2022-02-10,2022-02-15,2022-02-25,Same Day,224.0,Delivered,10
21070,OR31070,East,Beauty,2023-12-16,2023-12-21,2023-12-25,Standard,146.0,Delivered,4
21071,OR31071,South,Home,2024-10-22,2024-10-25,2024-11-01,Standard,92.0,Delivered,7
21072,OR31072,North,Home,2024-06-20,2024-06-24,2024-06-28,Standard,82.0,Delivered,4
21073,OR31073,Central,Fashion,2024-10-28,2024-11-02,2024-11-10,Standard,130.0,Delivered,8
21074,OR31074,West,Beauty,2024-02-13,2024-02-16,2024-02-22,Express,217.0,Delivered,6
21075,OR31075,Central,Grocery,2022-07-29,2022-08-02,2022-08-09,Express,176.0,Delivered,7
21076,OR31076,Central,Grocery,2022-11-09,2022-11-11,2022-11-20,Standard,70.0,Delivered,9
21077,OR31077,Central,Home,2024-03-06,2024-03-11,2024-03-21,Standard,107.0,Delivered,10
21078,OR31078,East,Home,2022-08-02,2022-08-02,2022-08-06,Standard,144.0,Delivered,4
21079,OR31079,Central,Electronics,2025-05-16,2025-05-17,2025-05-21,Standard,120.0,Delayed,4
21080,OR31080,South,Home,2023-11-13,2023-11-13,2023-11-22,Express,121.0,Delivered,9
21081,OR31081,South,Sports,2024-03-18,2024-03-23,2024-03-30,Standard,79.0,Delivered,7
21082,OR31082,North,Grocery,2025-04-09,2025-04-13,2025-04-22,Standard,64.0,Delivered,9
21083,OR31083,North,Fashion,2024-02-16,2024-02-19,2024-02-22,Standard,67.0,Delayed,3
21084,OR31084,Central,Electronics,2025-08-07,2025-08-11,2025-08-16,Standard,95.0,Delivered,5
21085,OR31085,Central,Sports,2023-05-26,2023-05-31,2023-06-06,Express,146.0,Delivered,6
21086,OR31086,East,Home,2024-10-18,2024-10-23,2024-10-31,Standard,120.0,Delivered,8
21087,OR31087,Central,Fashion,2023-05-31,2023-06-01,2023-06-03,Standard,82.0,Delayed,2
21088,OR31088,Central,Home,2025-09-18,2025-09-23,2025-09-28,Express,119.0,Delivered,5
21089,OR31089,Central,Beauty,2024-08-28,2024-08-28,2024-09-06,Standard,129.0,Delivered,9
21090,OR31090,West,Sports,2023-11-09,2023-11-09,2023-11-13,Standard,74.0,Delivered,4
21091,OR31091,West,Beauty,2022-10-29,2022-11-03,2022-11-06,Standard,127.0,Delayed,3
21092,OR31092,East,Beauty,2023-06-11,2023-06-16,2023-06-20,Standard,140.0,Delivered,4
21093,OR31093,East,Fashion,2022-12-31,2023-01-05,2023-01-12,Express,220.0,Delivered,7
21094,OR31094,South,Beauty,2023-07-01,2023-07-03,2023-07-06,Standard,142.0,Delivered,3
21095,OR31095,East,Home,2022-12-12,2022-12-16,2022-12-19,Standard,96.0,Delivered,3
21096,OR31096,South,Sports,2022-02-24,2022-02-26,2022-02-28,Express,199.0,Delivered,2
21097,OR31097,Central,Sports,2023-09-16,2023-09-19,2023-09-24,Express,210.0,Delivered,5
21098,OR31098,East,Fashion,2024-11-29,2024-12-01,2024-12-05,Express,168.0,Delivered,4
21099,OR31099,East,Beauty,2025-09-10,2025-09-10,2025-09-15,Standard,79.0,Delivered,5
21100,OR31100,East,Beauty,2024-06-19,2024-06-19,2024-06-26,Standard,90.0,Returned,7
21101,OR31101,South,Sports,2023-06-15,2023-06-15,2023-06-23,Standard,116.0,Delivered,8
21102,OR31102,South,Home,2022-04-26,2022-05-01,2022-05-04,Standard,137.0,Delivered,3
21103,OR31103,North,Fashion,2024-04-08,2024-04-11,2024-04-16,Standard,70.0,Delayed,5
21104,OR31104,South,Beauty,2023-01-31,2023-02-05,2023-02-11,Standard,96.0,Delayed,6
21105,OR31105,South,Beauty,2023-03-11,2023-03-15,2023-03-18,Standard,83.0,Delivered,3
21106,OR31106,West,Electronics,2024-11-23,2024-11-23,2024-11-27,Express,140.0,Delivered,4
21107,OR31107,East,Sports,2025-08-10,2025-08-15,2025-08-24,Standard,118.0,Delivered,9
21108,OR31108,South,Home,2022-08-04,2022-08-05,2022-08-10,Express,244.0,Delivered,5
21109,OR31109,East,Fashion,2022-07-26,2022-07-30,2022-08-09,Standard,71.0,Delivered,10
21110,OR31110,East,Beauty,2023-09-10,2023-09-12,2023-09-19,Standard,64.0,Delivered,7
21111,OR31111,West,Electronics,2025-07-27,2025-07-31,2025-08-06,Express,102.0,Delivered,6
21112,OR31112,East,Electronics,2024-09-18,2024-09-21,2024-09-30,Express,185.0,Delivered,9
21113,OR31113,South,Grocery,2024-12-23,2024-12-26,2025-01-01,Express,162.0,Delayed,6
21114,OR31114,East,Beauty,2023-03-04,2023-03-08,2023-03-14,Express,235.0,Delayed,6
21115,OR31115,North,Grocery,2025-07-17,2025-07-22,2025-07-31,Express,126.0,Delivered,9
21116,OR31116,North,Beauty,2025-03-28,2025-03-30,2025-04-09,Standard,126.0,Delivered,10
21117,OR31117,West,Fashion,2024-09-24,2024-09-24,2024-10-04,Standard,149.0,Delivered,10
21118,OR31118,South,Sports,2024-12-13,2024-12-13,2024-12-16,Express,158.0,Delivered,3
21119,OR31119,West,Beauty,2022-05-13,2022-05-18,2022-05-20,Express,149.0,Delivered,2
21120,OR31120,North,Home,2025-01-28,2025-02-02,2025-02-08,Standard,57.0,Delivered,6
21121,OR31121,South,Sports,2024-01-24,2024-01-26,2024-01-28,Same Day,234.0,Delivered,2
21122,OR31122,East,Home,2025-08-02,2025-08-07,2025-08-09,Standard,76.0,Delivered,2
21123,OR31123,South,Home,2022-07-06,2022-07-11,2022-07-19,Standard,99.0,Delayed,6
21124,OR31124,Central,Grocery,2022-07-25,2022-07-27,2022-07-30,Standard,134.0,Delivered,3
21125,OR31125,South,Grocery,2023-06-30,2023-06-30,2023-07-10,Express,213.0,Delivered,10
21126,OR31126,East,Sports,2024-04-04,2024-04-08,2024-04-11,Standard,128.0,Delivered,3
21127,OR31127,Central,Fashion,2025-06-21,2025-06-23,2025-06-28,Express,109.0,Delivered,5
21128,OR31128,West,Home,2025-10-17,2025-10-20,2025-10-22,Same Day,360.0,Delayed,2
21129,OR31129,South,Grocery,2024-07-26,2024-07-29,2024-08-01,Standard,124.0,Delivered,3
21130,OR31130,West,Fashion,2025-07-30,2025-08-02,2025-08-04,Standard,64.0,Delivered,2
21131,OR31131,South,Grocery,2023-03-16,2023-03-16,2023-03-21,Standard,93.0,Delivered,5
21132,OR31132,North,Home,2025-05-12,2025-05-16,2025-05-21,Standard,57.0,Delayed,5
21133,OR31133,North,Electronics,2023-10-09,2023-10-11,2023-10-19,Standard,97.0,Delivered,8
21134,OR31134,East,Grocery,2022-10-04,2022-10-09,2022-10-13,Standard,60.0,Delivered,4
21135,OR31135,North,Fashion,2023-04-26,2023-04-26,2023-05-05,Express,210.0,Delivered,9
21136,OR31136,Central,Sports,2024-04-06,2024-04-06,2024-04-10,Same Day,257.0,Returned,4
21137,OR31137,Central,Sports,2022-06-08,2022-06-08,2022-06-16,Same Day,239.0,Delivered,8
21138,OR31138,South,Home,2022-03-01,2022-03-06,2022-03-16,Express,187.0,Delayed,10
21139,OR31139,West,Beauty,2023-07-17,2023-07-21,2023-07-29,Express,90.0,Delivered,8
21140,OR31140,Central,Electronics,2025-03-27,2025-03-27,2025-03-30,Same Day,250.0,Returned,3
21141,OR31141,South,Grocery,2022-07-16,2022-07-19,2022-07-29,Express,244.0,Delivered,10
21142,OR31142,West,Beauty,2023-01-16,2023-01-19,2023-01-25,Express,230.0,Delivered,6
21143,OR31143,North,Grocery,2024-07-09,2024-07-11,2024-07-17,Standard,136.0,Delivered,6
21144,OR31144,South,Electronics,2024-07-15,2024-07-17,2024-07-25,Standard,139.0,Delayed,8
21145,OR31145,West,Home,2025-08-24,2025-08-28,2025-09-03,Standard,103.0,Delayed,6
21146,OR31146,East,Home,2023-02-05,2023-02-07,2023-02-11,Same Day,334.0,Delivered,4
21147,OR31147,East,Fashion,2022-08-08,2022-08-09,2022-08-11,Standard,73.0,Returned,2
21148,OR31148,Central,Fashion,2023-12-28,2023-12-28,2024-01-06,Standard,147.0,Returned,9
21149,OR31149,West,Fashion,2023-05-12,2023-05-15,2023-05-24,Same Day,270.0,Delivered,9
21150,OR31150,East,Home,2025-07-31,2025-08-01,2025-08-06,Standard,106.0,Delivered,5
21151,OR31151,Central,Grocery,2022-05-28,2022-06-01,2022-06-04,Same Day,361.0,Returned,3
21152,OR31152,South,Sports,2024-11-02,2024-11-07,2024-11-13,Standard,137.0,Delivered,6
21153,OR31153,South,Home,2025-02-07,2025-02-11,2025-02-16,Standard,51.0,Delivered,5
21154,OR31154,West,Electronics,2022-03-17,2022-03-17,2022-03-19,Standard,142.0,Delayed,2
21155,OR31155,West,Sports,2024-07-29,2024-08-03,2024-08-11,Standard,103.0,Delivered,8
21156,OR31156,West,Home,2023-10-17,2023-10-19,2023-10-28,Standard,63.0,Delivered,9
21157,OR31157,West,Beauty,2025-04-24,2025-04-25,2025-04-27,Standard,114.0,Delayed,2
21158,OR31158,East,Home,2024-08-21,2024-08-23,2024-09-02,Same Day,300.0,Delivered,10
21159,OR31159,East,Fashion,2023-11-04,2023-11-09,2023-11-17,Standard,142.0,Delayed,8
21160,OR31160,Central,Grocery,2022-09-05,2022-09-06,,Standard,118.0,Delivered,2
21161,OR31161,East,Beauty,2022-10-19,2022-10-19,2022-10-29,Express,174.0,Delivered,10
21162,OR31162,South,Grocery,2025-10-03,2025-10-07,2025-10-13,Same Day,232.0,Delivered,6
21163,OR31163,Central,Sports,2024-01-18,2024-01-22,2024-01-27,Standard,140.0,Delivered,5
21164,OR31164,East,Home,2023-11-25,2023-11-25,2023-11-27,Standard,112.0,Delivered,2
21165,OR31165,West,Fashion,2022-05-01,2022-05-05,2022-05-08,Same Day,225.0,Delivered,3
21166,OR31166,East,Beauty,2023-11-09,2023-11-13,2023-11-22,Express,163.0,Delivered,9
21167,OR31167,North,Electronics,2022-06-25,2022-06-28,2022-06-30,Standard,127.0,Delivered,2
21168,OR31168,Central,Home,2024-06-26,2024-07-01,2024-07-08,Express,137.0,Delivered,7
21169,OR31169,East,Fashion,2023-07-07,2023-07-09,2023-07-14,Standard,142.0,Delivered,7
21170,OR31170,East,Electronics,2022-11-08,2022-11-13,2022-11-19,Express,216.0,Delivered,6
21171,OR31171,South,Electronics,2025-12-01,2025-12-01,2025-12-11,Standard,92.0,Delivered,10
21172,OR31172,West,Sports,2024-04-15,2024-04-17,2024-04-22,Same Day,315.0,Delivered,5
21173,OR31173,West,Grocery,2023-11-26,2023-11-30,2023-12-02,Express,169.0,Delivered,2
21174,OR31174,South,Grocery,2024-04-06,2024-04-08,2024-04-12,Same Day,347.0,Delivered,4
21175,OR31175,South,Sports,2022-10-05,2022-10-05,2022-10-10,Express,211.0,Delivered,5
21176,OR31176,North,Home,2023-03-03,2023-03-05,2023-03-15,Express,199.0,Returned,10
21177,OR31177,Central,Beauty,2022-07-23,2022-07-23,2022-07-31,Standard,141.0,Delivered,8
21178,OR31178,West,Fashion,2025-10-12,2025-10-12,2025-10-15,Standard,107.0,Delayed,3
21179,OR31179,South,Beauty,2022-05-05,2022-05-08,2022-05-13,Standard,77.0,Delivered,5
21180,OR31180,South,Beauty,2023-03-21,2023-03-24,2023-03-30,Standard,131.0,Returned,6
21181,OR31181,Central,Grocery,2024-04-05,2024-04-10,2024-04-19,Standard,126.0,Delivered,9
21182,OR31182,South,Beauty,2022-07-25,2022-07-27,2022-08-03,Standard,83.0,Delivered,7
21183,OR31183,North,Sports,2025-02-20,2025-02-22,2025-02-27,Standard,117.0,Delivered,5
21184,OR31184,Central,Grocery,2025-01-22,2025-01-23,2025-02-01,Standard,125.0,Delayed,9
21185,OR31185,North,Grocery,2025-07-26,2025-07-31,2025-08-10,Standard,55.0,Delayed,10
21186,OR31186,East,Grocery,2024-02-06,2024-02-09,2024-02-13,Standard,75.0,Delivered,4
21187,OR31187,West,Home,2022-10-17,2022-10-20,2022-10-27,Express,106.0,Delivered,7
21188,OR31188,South,Sports,2023-08-21,2023-08-23,2023-08-25,Express,213.0,Delivered,2
21189,OR31189,Central,Grocery,2022-02-16,2022-02-19,2022-02-26,Same Day,259.0,Delivered,7
21190,OR31190,North,Grocery,2023-05-30,2023-06-04,2023-06-14,Express,130.0,Returned,10
21191,OR31191,West,Sports,2024-05-01,2024-05-01,2024-05-11,Standard,86.0,Delivered,10
21192,OR31192,West,Electronics,2022-12-04,2022-12-07,2022-12-17,Standard,127.0,Delivered,10
21193,OR31193,South,Beauty,2024-04-18,2024-04-21,2024-04-25,Standard,63.0,Delivered,4
21194,OR31194,West,Home,2023-06-30,2023-06-30,2023-07-07,Express,120.0,Delayed,7
21195,OR31195,South,Home,2023-01-01,2023-01-01,2023-01-05,Express,205.0,Delayed,4
21196,OR31196,East,Beauty,2024-12-02,2024-12-05,2024-12-07,Standard,67.0,Delivered,2
21197,OR31197,South,Fashion,2023-06-08,2023-06-09,2023-06-11,Standard,112.0,Delayed,2
21198,OR31198,North,Fashion,2022-10-17,2022-10-19,2022-10-22,Standard,128.0,Delivered,3
21199,OR31199,West,Beauty,2023-01-01,2023-01-01,2023-01-08,Same Day,343.0,Delivered,7
21200,OR31200,West,Electronics,2022-08-01,2022-08-04,2022-08-11,Express,233.0,Delayed,7
21201,OR31201,West,Fashion,2022-09-13,2022-09-17,2022-09-25,Express,93.0,Delivered,8
21202,OR31202,South,Grocery,2023-05-01,2023-05-02,2023-05-11,Standard,63.0,Returned,9
21203,OR31203,Central,Grocery,2023-11-05,2023-11-07,2023-11-17,Standard,146.0,Delivered,10
21204,OR31204,South,Beauty,2024-03-08,2024-03-09,2024-03-19,Standard,116.0,Delivered,10
21205,OR31205,North,Fashion,2022-09-11,2022-09-11,2022-09-16,Same Day,240.0,Delivered,5
21206,OR31206,South,Beauty,2022-07-20,2022-07-25,2022-08-02,Same Day,214.0,Delayed,8
21207,OR31207,West,Home,2022-10-01,2022-10-01,2022-10-06,Express,202.0,Delivered,5
21208,OR31208,East,Electronics,2023-12-22,2023-12-24,2024-01-01,Standard,56.0,Delivered,8
21209,OR31209,North,Grocery,2023-04-13,2023-04-16,2023-04-25,Express,94.0,Delivered,9
21210,OR31210,East,Electronics,2022-01-02,2022-01-02,2022-01-11,Standard,112.0,Delivered,9
21211,OR31211,North,Fashion,2023-07-21,2023-07-25,2023-07-31,Express,219.0,Delivered,6
21212,OR31212,North,Sports,2023-01-03,2023-01-07,2023-01-12,Standard,145.0,Delivered,5
21213,OR31213,West,Beauty,2023-08-01,2023-08-04,2023-08-10,Express,140.0,Delivered,6
21214,OR31214,South,Beauty,2022-05-02,2022-05-06,2022-05-09,Standard,106.0,Delivered,3
21215,OR31215,West,Electronics,2022-04-27,2022-05-01,2022-05-04,Express,118.0,Delivered,3
21216,OR31216,West,Electronics,2022-01-25,2022-01-30,2022-02-03,Express,85.0,Delivered,4
21217,OR31217,West,Fashion,2025-08-18,2025-08-19,2025-08-21,Standard,140.0,Delivered,2
21218,OR31218,East,Fashion,2022-12-06,2022-12-07,2022-12-12,Express,241.0,Delivered,5
21219,OR31219,North,Grocery,2023-03-25,2023-03-29,2023-04-08,Same Day,277.0,Delivered,10
21220,OR31220,Central,Sports,2024-09-10,2024-09-14,2024-09-20,Standard,101.0,Delivered,6
21221,OR31221,South,Sports,2025-01-16,2025-01-20,2025-01-26,Express,224.0,Delivered,6
21222,OR31222,West,Electronics,2024-07-16,2024-07-20,2024-07-25,Standard,65.0,Delivered,5
21223,OR31223,North,Sports,2022-08-22,2022-08-22,2022-08-30,Same Day,236.0,Delayed,8
21224,OR31224,South,Fashion,2022-01-10,2022-01-13,2022-01-22,Standard,91.0,Delivered,9
21225,OR31225,Central,Beauty,2023-11-24,2023-11-24,2023-11-30,Standard,81.0,Delivered,6
21226,OR31226,Central,Fashion,2025-07-11,2025-07-13,2025-07-21,Standard,98.0,Delivered,8
21227,OR31227,West,Fashion,2025-03-30,2025-04-01,2025-04-09,Express,142.0,Delivered,8
21228,OR31228,Central,Electronics,2025-10-05,2025-10-08,2025-10-12,Express,115.0,Delivered,4
21229,OR31229,Central,Home,2023-02-04,2023-02-07,2023-02-14,Standard,140.0,Delivered,7
21230,OR31230,South,Fashion,2023-12-25,2023-12-29,2024-01-03,Standard,117.0,Delivered,5
21231,OR31231,South,Sports,2024-10-02,2024-10-05,2024-10-10,Standard,117.0,Delivered,5
21232,OR31232,West,Sports,2022-06-12,2022-06-16,2022-06-24,Standard,55.0,Delivered,8
21233,OR31233,North,Fashion,2024-02-03,2024-02-08,2024-02-18,Standard,128.0,Delivered,10
21234,OR31234,West,Beauty,2023-08-08,2023-08-08,2023-08-18,Standard,93.0,Delayed,10
21235,OR31235,East,Home,2023-10-11,2023-10-13,2023-10-20,Standard,143.0,Delivered,7
21236,OR31236,Central,Electronics,2024-09-17,2024-09-18,2024-09-21,Standard,104.0,Delivered,3
21237,OR31237,North,Fashion,2023-01-11,2023-01-11,2023-01-17,Standard,138.0,Delivered,6
21238,OR31238,South,Electronics,2025-10-18,2025-10-20,2025-10-25,Standard,129.0,Delivered,5
21239,OR31239,East,Home,2025-01-24,2025-01-29,2025-02-01,Express,190.0,Delivered,3
21240,OR31240,East,Fashion,2025-10-21,2025-10-22,2025-10-31,Standard,107.0,Delivered,9
21241,OR31241,Central,Beauty,2024-02-21,2024-02-22,2024-03-01,Standard,107.0,Returned,8
21242,OR31242,South,Fashion,2024-12-15,2024-12-18,2024-12-25,Express,241.0,Delivered,7
21243,OR31243,North,Fashion,2022-06-13,2022-06-18,2022-06-22,Standard,101.0,Delivered,4
21244,OR31244,South,Grocery,2023-10-29,2023-10-29,2023-10-31,Express,226.0,Delayed,2
21245,OR31245,Central,Fashion,2025-11-04,2025-11-07,2025-11-16,Express,192.0,Delayed,9
21246,OR31246,East,Fashion,2022-01-21,2022-01-22,2022-01-31,Standard,92.0,Delivered,9
21247,OR31247,Central,Beauty,2023-09-14,2023-09-14,2023-09-22,Standard,86.0,Delivered,8
21248,OR31248,West,Home,2023-10-15,2023-10-20,2023-10-26,Standard,144.0,Delivered,6
21249,OR31249,East,Home,2024-02-07,2024-02-08,2024-02-12,Standard,109.0,Delivered,4
21250,OR31250,Central,Grocery,2024-02-09,2024-02-11,2024-02-19,Standard,102.0,Delivered,8
21251,OR31251,North,Fashion,2022-03-09,2022-03-10,2022-03-18,Express,213.0,Delivered,8
21252,OR31252,North,Sports,2024-12-22,2024-12-23,2024-12-26,Standard,123.0,Delivered,3
21253,OR31253,North,Electronics,2022-11-13,2022-11-17,2022-11-27,Standard,120.0,Delivered,10
21254,OR31254,West,Beauty,2023-10-19,2023-10-21,2023-10-24,Same Day,383.0,Delivered,3
21255,OR31255,South,Fashion,2025-04-09,2025-04-11,2025-04-18,Same Day,304.0,Delivered,7
21256,OR31256,North,Beauty,2023-03-27,2023-03-29,2023-04-02,Standard,131.0,Delivered,4
21257,OR31257,West,Grocery,2024-12-25,2024-12-28,2024-12-30,Standard,147.0,Delivered,2
21258,OR31258,North,Sports,2022-09-07,2022-09-10,2022-09-14,Standard,133.0,Delivered,4
21259,OR31259,West,Home,2022-08-04,2022-08-05,2022-08-07,Same Day,299.0,Delivered,2
21260,OR31260,North,Electronics,2024-07-07,2024-07-09,2024-07-11,Same Day,367.0,Delivered,2
21261,OR31261,South,Grocery,2023-08-22,2023-08-26,2023-09-03,Standard,76.0,Delivered,8
21262,OR31262,Central,Home,2022-02-08,2022-02-09,2022-02-12,Express,163.0,Delivered,3
21263,OR31263,North,Fashion,2022-06-10,2022-06-15,2022-06-20,Standard,76.0,Delayed,5
21264,OR31264,Central,Grocery,2023-07-16,2023-07-18,2023-07-20,Standard,72.0,Delivered,2
21265,OR31265,North,Fashion,2022-05-25,2022-05-27,2022-06-01,Standard,99.0,Delivered,5
21266,OR31266,South,Grocery,2023-08-11,2023-08-14,2023-08-20,Standard,73.0,Delivered,6
21267,OR31267,Central,Grocery,2025-04-04,2025-04-06,2025-04-12,Standard,91.0,Delivered,6
21268,OR31268,West,Fashion,2022-07-04,2022-07-08,2022-07-10,Express,154.0,Delivered,2
21269,OR31269,North,Grocery,2023-04-17,2023-04-19,2023-04-28,Same Day,333.0,Returned,9
21270,OR31270,North,Beauty,2024-10-26,2024-10-30,2024-11-03,Standard,54.0,Delivered,4
21271,OR31271,West,Home,2023-02-11,2023-02-12,2023-02-22,Standard,51.0,Delivered,10
21272,OR31272,South,Beauty,2023-07-17,2023-07-20,2023-07-27,Standard,68.0,Delivered,7
21273,OR31273,East,Beauty,2025-01-02,2025-01-04,2025-01-08,Standard,76.0,Delivered,4
21274,OR31274,North,Home,2025-06-09,2025-06-10,2025-06-13,Express,222.0,Delivered,3
21275,OR31275,West,Electronics,2024-07-21,2024-07-23,2024-07-26,Standard,98.0,Delayed,3
21276,OR31276,East,Electronics,2023-02-11,2023-02-13,2023-02-20,Express,231.0,Delivered,7
21277,OR31277,North,Grocery,2022-12-22,2022-12-22,2023-01-01,Standard,142.0,Delayed,10
